Date,Time,CO.GT.,PT08.S1.CO.,NMHC.GT.,C6H6.GT.,PT08.S2.NMHC.,NOx.GT.,PT08.S3.NOx.,NO2.GT.,PT08.S4.NO2.,PT08.S5.O3.,T,RH,AH
12/06/2004,01.00.00,9,924,NA,66,839,57,957,68,1453,849,235,327,9349
12/06/2004,02.00.00,6,839,NA,43,725,36,1052,52,1368,668,241,320,9467
12/06/2004,03.00.00,5,826,NA,32,666,NA,1109,NA,1349,641,226,348,9441
12/06/2004,04.00.00,5,853,NA,41,716,45,1047,58,1414,707,208,402,9725
12/06/2004,05.00.00,9,918,NA,60,810,87,936,78,1524,939,188,466,10027
12/06/2004,06.00.00,7,890,NA,56,791,62,950,61,1489,886,198,460,10524
12/06/2004,07.00.00,6,865,NA,48,752,65,996,64,1451,837,213,423,10625
12/06/2004,08.00.00,13,1003,NA,89,937,125,850,81,1622,1005,213,418,10449
12/06/2004,09.00.00,19,1123,NA,131,1088,157,746,92,1789,1191,240,366,10772
12/06/2004,10.00.00,21,1146,NA,141,1119,171,746,101,1823,1200,272,307,10884
12/06/2004,11.00.00,18,1110,NA,112,1021,119,820,96,1724,971,323,236,11271
12/06/2004,12.00.00,18,1126,NA,100,979,110,849,101,1700,907,319,258,12023
12/06/2004,13.00.00,16,1067,NA,96,962,95,860,91,1658,802,351,218,12093
12/06/2004,14.00.00,12,1008,NA,72,866,58,937,68,1573,695,360,205,11995
12/06/2004,15.00.00,12,1062,NA,86,924,69,892,76,1683,777,370,201,12423
12/06/2004,16.00.00,14,1082,NA,90,939,76,869,84,1678,818,364,210,12515
12/06/2004,17.00.00,13,1042,NA,79,897,63,901,76,1605,681,352,226,12670
12/06/2004,18.00.00,11,1022,NA,62,823,51,964,61,1599,631,325,276,13229
12/06/2004,19.00.00,11,1024,NA,63,828,46,936,52,1601,641,291,351,13919
12/06/2004,20.00.00,11,1048,NA,63,828,52,922,59,1618,683,269,397,13898
12/06/2004,21.00.00,18,1153,NA,112,1022,84,765,89,1806,1013,261,422,14039
12/06/2004,22.00.00,23,1195,NA,128,1077,130,731,113,1860,1151,255,438,14095
12/06/2004,23.00.00,26,1245,NA,132,1091,147,734,112,1870,1134,249,456,14135
13/06/2004,00.00.00,2,1086,NA,92,946,126,847,89,1729,945,252,452,14262
13/06/2004,01.00.00,1,972,NA,58,804,47,955,53,1620,734,254,455,14570
13/06/2004,02.00.00,6,880,NA,34,677,24,1109,36,1500,554,262,436,14599
13/06/2004,03.00.00,6,906,NA,41,719,NA,1050,NA,1561,612,243,482,14476
13/06/2004,04.00.00,5,879,NA,31,658,25,1121,39,1511,564,244,483,14499
13/06/2004,05.00.00,4,842,NA,22,597,21,1237,33,1444,512,233,510,14346
13/06/2004,06.00.00,4,797,NA,15,543,25,1466,37,1347,410,216,481,12259
13/06/2004,07.00.00,4,796,NA,13,526,25,1534,36,1322,392,214,478,12005
13/06/2004,08.00.00,4,767,NA,12,520,30,1526,42,1287,377,205,468,11152
13/06/2004,09.00.00,5,784,NA,17,562,42,1460,52,1286,389,208,407,9882
13/06/2004,10.00.00,6,811,NA,25,622,52,1315,60,1307,432,223,353,9371
13/06/2004,11.00.00,7,838,NA,25,620,62,1292,74,1325,502,217,383,9842
13/06/2004,12.00.00,7,821,NA,27,632,67,1295,65,1302,469,244,296,8921
13/06/2004,13.00.00,6,793,NA,19,579,47,1380,52,1303,427,234,349,9910
13/06/2004,14.00.00,5,794,NA,18,567,35,1426,40,1306,406,235,352,10019
13/06/2004,15.00.00,6,821,NA,24,614,45,1309,49,1350,430,224,390,10400
13/06/2004,16.00.00,8,849,NA,26,628,53,1274,56,1379,453,220,417,10865
13/06/2004,17.00.00,8,852,NA,30,651,57,1246,59,1387,470,217,427,10949
13/06/2004,18.00.00,1,847,NA,29,645,71,1245,68,1364,480,207,434,10470
13/06/2004,19.00.00,1,849,NA,35,682,67,1215,72,1378,472,203,426,10045
13/06/2004,20.00.00,1,865,NA,36,687,75,1191,78,1388,521,203,441,10392
13/06/2004,21.00.00,9,848,NA,36,689,65,1180,71,1403,520,201,452,10538
13/06/2004,22.00.00,7,807,NA,23,606,45,1340,54,1337,440,198,457,10424
13/06/2004,23.00.00,8,814,NA,26,627,46,1305,57,1351,446,196,453,10244
14/06/2004,00.00.00,7,785,NA,20,582,33,1377,45,1311,417,194,459,10242
14/06/2004,01.00.00,5,748,NA,12,515,19,1580,30,1261,381,197,448,10172
14/06/2004,02.00.00,3,716,NA,7,461,9,1795,16,1235,350,195,463,10363
14/06/2004,03.00.00,3,708,NA,5,437,NA,1941,NA,1227,334,190,490,10630
14/06/2004,04.00.00,NA,724,NA,5,448,12,1917,18,1256,346,191,507,11090
14/06/2004,05.00.00,3,748,NA,8,477,21,1703,28,1301,380,191,527,11545
14/06/2004,06.00.00,7,888,NA,35,683,66,1196,62,1483,563,203,493,11596
14/06/2004,07.00.00,15,973,NA,70,858,137,941,92,1584,779,211,462,11389
14/06/2004,08.00.00,18,993,NA,87,927,151,886,96,1665,842,215,445,11290
14/06/2004,09.00.00,14,929,NA,63,825,115,992,87,1561,692,224,436,11637
14/06/2004,10.00.00,15,962,NA,70,858,118,941,84,1613,779,248,391,12039
14/06/2004,11.00.00,12,906,NA,55,786,95,1026,73,1538,633,239,421,12335
14/06/2004,12.00.00,12,915,NA,53,776,86,1029,72,1544,616,255,383,12328
14/06/2004,13.00.00,13,928,NA,55,787,85,1012,68,1585,606,254,392,12534
14/06/2004,14.00.00,1,855,NA,38,698,66,1134,62,1449,526,256,370,12006
14/06/2004,15.00.00,14,920,NA,54,783,74,1046,70,1550,588,245,384,11669
14/06/2004,16.00.00,16,917,NA,67,842,108,985,83,1563,674,239,399,11639
14/06/2004,17.00.00,27,1072,NA,122,1057,150,812,92,1820,885,242,392,11665
14/06/2004,18.00.00,23,1000,NA,102,985,157,846,103,1726,879,235,412,11759
14/06/2004,19.00.00,15,914,NA,67,845,93,972,82,1583,703,223,449,11973
14/06/2004,20.00.00,14,888,NA,57,799,76,1023,74,1531,637,217,465,11917
14/06/2004,21.00.00,1,851,NA,41,718,57,1134,67,1471,561,220,449,11699
14/06/2004,22.00.00,11,870,NA,47,749,64,1096,74,1487,612,222,441,11654
14/06/2004,23.00.00,12,883,NA,52,773,59,1062,72,1514,621,218,456,11763
15/06/2004,00.00.00,12,886,NA,51,767,68,1055,79,1532,702,216,460,11742
15/06/2004,01.00.00,7,792,NA,28,637,31,1249,43,1400,559,216,458,11715
15/06/2004,02.00.00,5,754,NA,14,535,21,1490,33,1335,435,207,483,11680
15/06/2004,03.00.00,4,732,NA,10,503,NA,1525,NA,1321,441,210,471,11546
15/06/2004,04.00.00,4,770,NA,20,586,24,1326,38,1392,527,208,485,11800
15/06/2004,05.00.00,5,797,NA,30,654,38,1097,51,1450,720,208,494,11994
15/06/2004,06.00.00,1,915,NA,75,877,92,897,69,1651,937,199,518,11911
15/06/2004,07.00.00,44,1287,NA,247,1423,311,610,116,2319,1482,209,493,12049
15/06/2004,08.00.00,4,1195,NA,248,1424,260,609,119,2244,1489,237,399,11508
15/06/2004,09.00.00,24,1003,NA,109,1009,181,823,96,1710,1015,253,358,11421
15/06/2004,10.00.00,21,1037,NA,119,1046,177,838,109,1763,1004,288,291,11349
15/06/2004,11.00.00,27,1114,NA,160,1181,180,747,115,1928,1129,303,269,11399
15/06/2004,12.00.00,28,1085,NA,157,1171,174,767,118,1863,1068,328,233,11380
15/06/2004,13.00.00,23,1024,NA,131,1087,140,824,118,1745,924,339,214,11135
15/06/2004,14.00.00,2,1017,NA,122,1057,122,859,112,1698,861,353,196,11036
15/06/2004,15.00.00,26,1053,NA,158,1173,189,785,140,1808,981,340,208,10898
15/06/2004,16.00.00,27,1065,NA,166,1198,169,766,137,1852,1043,353,188,10572
15/06/2004,17.00.00,31,1136,NA,184,1250,172,722,143,1940,1124,326,241,11688
15/06/2004,18.00.00,31,1100,NA,167,1202,154,732,148,1856,1004,308,287,12507
15/06/2004,19.00.00,36,1143,NA,208,1319,192,673,158,2001,1190,287,312,12099
15/06/2004,20.00.00,29,1083,NA,153,1157,160,742,127,1884,1072,268,351,12201
15/06/2004,21.00.00,22,1009,NA,115,1034,110,806,109,1763,925,253,394,12524
15/06/2004,22.00.00,2,969,NA,101,983,97,853,101,1680,862,239,409,11966
15/06/2004,23.00.00,21,1029,NA,104,993,124,816,114,1728,969,230,444,12354
16/06/2004,00.00.00,19,1064,NA,94,956,108,812,104,1770,932,222,539,14237
16/06/2004,01.00.00,14,986,NA,69,853,61,865,81,1645,794,209,598,14659
16/06/2004,02.00.00,8,872,NA,40,709,34,1034,51,1522,599,213,581,14570
16/06/2004,03.00.00,6,840,NA,30,654,NA,1124,NA,1489,614,208,584,14189
16/06/2004,04.00.00,6,812,NA,26,626,24,1134,40,1471,625,203,589,13878
16/06/2004,05.00.00,5,810,NA,24,612,27,1163,34,1462,595,213,545,13682
16/06/2004,06.00.00,1,936,NA,68,849,70,882,61,1640,886,206,574,13753
16/06/2004,07.00.00,27,1244,NA,189,1265,176,640,95,2084,1257,213,569,14226
16/06/2004,08.00.00,5,1440,NA,302,1556,310,517,142,2530,1561,229,524,14442
16/06/2004,09.00.00,33,1180,NA,149,1145,221,713,128,1929,1191,241,465,13802
16/06/2004,10.00.00,24,1126,NA,122,1058,168,765,115,1879,1061,271,388,13705
16/06/2004,11.00.00,17,1005,NA,83,910,109,881,84,1670,751,284,344,13140
16/06/2004,12.00.00,17,1032,NA,90,940,102,862,85,1703,733,301,309,12958
16/06/2004,13.00.00,24,1087,NA,137,1106,129,755,110,1839,906,327,258,12547
16/06/2004,14.00.00,22,1090,NA,141,1119,117,756,107,1811,902,324,257,12271
16/06/2004,15.00.00,22,1072,NA,120,1050,112,802,107,1748,836,336,244,12472
16/06/2004,16.00.00,23,1101,NA,122,1057,122,797,113,1772,863,330,260,12877
16/06/2004,17.00.00,26,1111,NA,131,1086,114,787,107,1802,824,332,237,11855
16/06/2004,18.00.00,23,1048,NA,126,1070,111,807,106,1737,842,313,254,11415
16/06/2004,19.00.00,33,1197,NA,183,1249,158,698,125,1986,1132,283,317,11968
16/06/2004,20.00.00,35,1173,NA,172,1217,202,695,139,1930,1175,265,350,11981
16/06/2004,21.00.00,25,1075,NA,129,1079,166,764,117,1798,1111,244,400,12079
16/06/2004,22.00.00,25,1067,NA,137,1106,143,745,107,1840,1125,233,434,12251
16/06/2004,23.00.00,24,1060,NA,134,1099,122,742,98,1838,1077,225,453,12226
17/06/2004,00.00.00,25,1081,NA,135,1099,113,749,97,1854,1087,218,478,12325
17/06/2004,01.00.00,21,1017,NA,99,975,109,822,95,1722,1014,209,510,12446
17/06/2004,02.00.00,1,836,NA,44,734,53,1035,68,1501,801,208,517,12572
17/06/2004,03.00.00,8,831,NA,43,727,NA,1038,NA,1522,802,193,571,12661
17/06/2004,04.00.00,NA,804,NA,33,668,32,1102,51,1479,753,188,586,12581
17/06/2004,05.00.00,5,798,NA,34,677,35,1092,44,1473,696,202,538,12569
17/06/2004,06.00.00,13,966,NA,93,951,123,812,77,1735,996,183,608,12635
17/06/2004,07.00.00,36,1277,NA,234,1388,254,611,100,2241,1513,202,545,12777
17/06/2004,08.00.00,48,1335,NA,277,1496,300,562,125,2385,1598,219,499,12957
17/06/2004,09.00.00,37,1297,NA,221,1353,281,588,154,2128,1690,252,430,13548
17/06/2004,10.00.00,19,1041,NA,100,979,169,837,125,1705,1053,280,366,13603
17/06/2004,11.00.00,17,1027,NA,89,936,152,867,117,1696,931,271,383,13548
17/06/2004,12.00.00,19,1037,NA,98,969,127,841,105,1728,865,274,370,13319
17/06/2004,13.00.00,18,1014,NA,94,954,118,865,103,1697,818,294,329,13244
17/06/2004,14.00.00,17,1007,NA,98,971,120,866,106,1682,802,313,287,12885
17/06/2004,15.00.00,18,998,NA,95,958,125,881,107,1657,778,315,287,13058
17/06/2004,16.00.00,17,1014,NA,95,958,117,878,102,1684,767,309,303,13306
17/06/2004,17.00.00,28,1157,NA,154,1160,166,738,124,1936,1000,314,303,13689
17/06/2004,18.00.00,36,1225,NA,194,1281,180,683,133,2082,1143,307,314,13686
17/06/2004,19.00.00,33,1131,NA,165,1194,172,726,125,1907,1009,290,334,13169
17/06/2004,20.00.00,29,1111,NA,143,1126,160,754,124,1883,1076,273,375,13420
17/06/2004,21.00.00,17,976,NA,82,909,103,878,97,1675,830,258,409,13389
17/06/2004,22.00.00,17,1016,NA,87,929,87,868,94,1724,853,252,430,13580
17/06/2004,23.00.00,28,1177,NA,152,1156,147,684,120,1983,1310,246,458,13940
18/06/2004,00.00.00,18,1013,NA,106,999,120,791,105,1751,1119,240,473,13914
18/06/2004,01.00.00,1,886,NA,60,813,63,936,81,1592,918,235,483,13777
18/06/2004,02.00.00,5,791,NA,31,658,30,1140,43,1467,609,240,458,13467
18/06/2004,03.00.00,4,762,NA,25,618,NA,1214,NA,1431,516,222,507,13405
18/06/2004,04.00.00,3,740,NA,18,568,19,1259,32,1404,510,228,481,13184
18/06/2004,05.00.00,4,775,NA,26,628,27,1178,36,1437,554,219,501,13002
18/06/2004,06.00.00,8,872,NA,65,833,65,947,59,1598,760,204,541,12800
18/06/2004,07.00.00,22,1123,NA,145,1134,169,711,92,1922,1170,208,526,12758
18/06/2004,08.00.00,44,1306,NA,288,1522,244,535,121,2450,1545,228,479,13156
18/06/2004,09.00.00,37,1237,NA,213,1332,274,605,151,2157,1508,252,429,13552
18/06/2004,10.00.00,25,1143,NA,149,1146,202,701,142,1917,1292,293,348,13970
18/06/2004,11.00.00,25,1170,NA,156,1168,186,703,141,1949,1287,333,278,14013
18/06/2004,12.00.00,23,1116,NA,143,1128,153,739,129,1856,1042,349,249,13630
18/06/2004,13.00.00,2,1054,NA,126,1069,112,785,106,1766,817,361,227,13324
18/06/2004,14.00.00,2,1083,NA,134,1097,117,765,125,1810,847,376,211,13478
18/06/2004,15.00.00,21,1078,NA,126,1069,109,782,126,1780,806,373,219,13761
18/06/2004,16.00.00,24,1104,NA,148,1143,133,747,147,1840,896,372,216,13514
18/06/2004,17.00.00,31,1170,NA,186,1257,185,693,180,1956,1069,356,234,13410
18/06/2004,18.00.00,29,1091,NA,167,1201,167,738,164,1834,945,331,243,12087
18/06/2004,19.00.00,35,1216,NA,208,1318,218,673,180,2043,1168,305,295,12635
18/06/2004,20.00.00,29,1125,NA,160,1179,171,719,153,1921,1065,287,358,13834
18/06/2004,21.00.00,15,971,NA,76,881,78,916,105,1635,672,266,422,14452
18/06/2004,22.00.00,17,1062,NA,102,984,84,816,98,1796,842,252,466,14733
18/06/2004,23.00.00,22,1140,NA,138,1109,110,714,107,1892,1123,247,477,14649
19/06/2004,00.00.00,16,1038,NA,104,992,87,802,87,1731,1007,244,474,14301
19/06/2004,01.00.00,1,935,NA,65,836,58,909,80,1604,855,233,499,14135
19/06/2004,02.00.00,6,861,NA,43,729,39,1043,62,1528,689,238,473,13783
19/06/2004,03.00.00,6,839,NA,34,678,NA,1062,NA,1478,622,229,502,13808
19/06/2004,04.00.00,6,850,NA,39,703,38,1021,54,1511,658,212,550,13689
19/06/2004,05.00.00,5,817,NA,30,651,41,1109,56,1472,628,217,526,13500
19/06/2004,06.00.00,5,825,NA,32,667,47,1079,62,1475,659,228,489,13424
19/06/2004,07.00.00,9,921,NA,56,792,72,943,72,1595,799,235,476,13611
19/06/2004,08.00.00,14,1031,NA,91,945,100,806,86,1697,964,246,449,13661
19/06/2004,09.00.00,16,1092,NA,97,967,104,801,99,1774,910,270,399,14020
19/06/2004,10.00.00,16,1095,NA,86,923,109,843,98,1736,999,293,359,14411
19/06/2004,11.00.00,17,1097,NA,96,964,103,822,102,1743,853,312,324,14517
19/06/2004,12.00.00,17,1101,NA,98,972,75,819,84,1714,752,344,266,14230
19/06/2004,13.00.00,15,1060,NA,103,991,72,833,83,1718,778,361,221,13004
19/06/2004,14.00.00,12,NA,NA,-2000,NA,56,NA,68,NA,NA,NA,NA,NA
19/06/2004,15.00.00,12,NA,NA,-2000,NA,51,NA,63,NA,NA,NA,NA,NA
19/06/2004,16.00.00,11,NA,NA,-2000,NA,52,NA,65,NA,NA,NA,NA,NA
19/06/2004,17.00.00,1,NA,NA,-2000,NA,46,NA,63,NA,NA,NA,NA,NA
19/06/2004,18.00.00,11,NA,NA,-2000,NA,44,NA,56,NA,NA,NA,NA,NA
19/06/2004,19.00.00,16,NA,NA,-2000,NA,72,NA,77,NA,NA,NA,NA,NA
19/06/2004,20.00.00,17,NA,NA,-2000,NA,88,NA,91,NA,NA,NA,NA,NA
19/06/2004,21.00.00,14,NA,NA,-2000,NA,56,NA,70,NA,NA,NA,NA,NA
19/06/2004,22.00.00,17,NA,NA,-2000,NA,82,NA,95,NA,NA,NA,NA,NA
19/06/2004,23.00.00,24,NA,NA,-2000,NA,125,NA,113,NA,NA,NA,NA,NA
20/06/2004,00.00.00,23,NA,NA,-2000,NA,144,NA,109,NA,NA,NA,NA,NA
20/06/2004,01.00.00,12,NA,NA,-2000,NA,54,NA,65,NA,NA,NA,NA,NA
20/06/2004,02.00.00,1,NA,NA,-2000,NA,48,NA,60,NA,NA,NA,NA,NA
20/06/2004,03.00.00,14,NA,NA,-2000,NA,NA,NA,NA,NA,NA,NA,NA,NA
20/06/2004,04.00.00,NA,NA,NA,-2000,NA,41,NA,62,NA,NA,NA,NA,NA
20/06/2004,05.00.00,1,NA,NA,-2000,NA,40,NA,60,NA,NA,NA,NA,NA
20/06/2004,06.00.00,9,NA,NA,-2000,NA,48,NA,65,NA,NA,NA,NA,NA
20/06/2004,07.00.00,8,NA,NA,-2000,NA,44,NA,55,NA,NA,NA,NA,NA
20/06/2004,08.00.00,1,NA,NA,-2000,NA,59,NA,66,NA,NA,NA,NA,NA
20/06/2004,09.00.00,12,NA,NA,-2000,NA,59,NA,67,NA,NA,NA,NA,NA
20/06/2004,10.00.00,12,NA,NA,-2000,NA,53,NA,64,NA,NA,NA,NA,NA
20/06/2004,11.00.00,1,NA,NA,-2000,NA,42,NA,59,NA,NA,NA,NA,NA
20/06/2004,12.00.00,1,NA,NA,-2000,NA,43,NA,59,NA,NA,NA,NA,NA
20/06/2004,13.00.00,6,NA,NA,-2000,NA,23,NA,36,NA,NA,NA,NA,NA
20/06/2004,14.00.00,7,NA,NA,-2000,NA,22,NA,35,NA,NA,NA,NA,NA
20/06/2004,15.00.00,8,NA,NA,-2000,NA,37,NA,54,NA,NA,NA,NA,NA
20/06/2004,16.00.00,11,NA,NA,-2000,NA,53,NA,71,NA,NA,NA,NA,NA
20/06/2004,17.00.00,14,NA,NA,-2000,NA,68,NA,86,NA,NA,NA,NA,NA
20/06/2004,18.00.00,28,NA,NA,-2000,NA,125,NA,114,NA,NA,NA,NA,NA
20/06/2004,19.00.00,25,NA,NA,-2000,NA,96,NA,105,NA,NA,NA,NA,NA
20/06/2004,20.00.00,16,NA,NA,-2000,NA,75,NA,87,NA,NA,NA,NA,NA
20/06/2004,21.00.00,14,NA,NA,-2000,NA,74,NA,85,NA,NA,NA,NA,NA
20/06/2004,22.00.00,23,NA,NA,-2000,NA,92,NA,91,NA,NA,NA,NA,NA
20/06/2004,23.00.00,42,NA,NA,-2000,NA,136,NA,108,NA,NA,NA,NA,NA
21/06/2004,00.00.00,3,NA,NA,-2000,NA,119,NA,99,NA,NA,NA,NA,NA
21/06/2004,01.00.00,22,NA,NA,-2000,NA,76,NA,83,NA,NA,NA,NA,NA
21/06/2004,02.00.00,6,NA,NA,-2000,NA,21,NA,36,NA,NA,NA,NA,NA
21/06/2004,03.00.00,3,NA,NA,-2000,NA,NA,NA,NA,NA,NA,NA,NA,NA
21/06/2004,04.00.00,3,732,NA,15,544,15,1353,24,1367,466,189,552,11895
21/06/2004,05.00.00,5,809,NA,35,681,52,1108,43,1463,609,182,576,11930
21/06/2004,06.00.00,13,934,NA,83,911,85,857,64,1639,863,186,560,11865
21/06/2004,07.00.00,25,1132,NA,173,1220,177,691,91,1910,1203,208,480,11702
21/06/2004,08.00.00,37,1221,NA,233,1386,232,626,109,2138,1412,233,386,10919
21/06/2004,09.00.00,25,1024,NA,138,1111,201,770,110,1753,1069,251,324,10170
21/06/2004,10.00.00,18,938,NA,102,987,134,862,111,1597,817,278,258,9473
21/06/2004,11.00.00,15,869,NA,79,897,104,965,106,1480,649,296,210,8548
21/06/2004,12.00.00,15,846,NA,88,930,89,947,104,1467,598,302,180,7613
21/06/2004,13.00.00,12,838,NA,72,868,66,1005,76,1454,540,301,185,7747
21/06/2004,14.00.00,14,875,NA,83,912,85,978,84,1504,601,295,194,7872
21/06/2004,15.00.00,16,907,NA,96,961,105,920,102,1564,668,311,182,8079
21/06/2004,16.00.00,16,889,NA,90,939,99,920,102,1492,647,303,190,8103
21/06/2004,17.00.00,22,969,NA,124,1064,132,834,124,1645,816,301,193,8083
21/06/2004,18.00.00,3,1051,NA,153,1157,186,760,147,1787,963,286,223,8590
21/06/2004,19.00.00,3,1043,NA,161,1181,174,736,138,1813,1010,261,283,9407
21/06/2004,20.00.00,27,1043,NA,141,1121,149,736,126,1793,967,245,357,10807
21/06/2004,21.00.00,21,1007,NA,114,1027,114,798,112,1737,904,231,415,11582
21/06/2004,22.00.00,16,966,NA,95,959,92,838,95,1686,852,218,463,11913
21/06/2004,23.00.00,13,920,NA,74,875,75,915,80,1594,744,209,489,11945
22/06/2004,00.00.00,11,889,NA,64,831,74,956,79,1570,760,205,499,11903
22/06/2004,01.00.00,7,825,NA,41,715,35,1062,49,1462,613,200,509,11794
22/06/2004,02.00.00,4,758,NA,19,580,22,1215,36,1374,531,221,443,11665
22/06/2004,03.00.00,2,735,NA,14,533,NA,1338,NA,1350,493,210,475,11666
22/06/2004,04.00.00,2,719,NA,12,522,24,1385,40,1343,509,198,503,11444
22/06/2004,05.00.00,3,757,NA,22,596,30,1236,37,1381,560,190,528,11489
22/06/2004,06.00.00,9,890,NA,64,831,93,922,67,1594,826,178,565,11375
22/06/2004,07.00.00,31,1181,NA,185,1255,332,632,106,2002,1334,182,558,11529
22/06/2004,08.00.00,5,1332,NA,302,1556,387,523,134,2394,1660,206,477,11448
22/06/2004,09.00.00,28,1128,NA,142,1124,267,717,123,1832,1362,228,419,11496
22/06/2004,10.00.00,28,1128,NA,143,1126,269,725,136,1856,1316,271,317,11147
22/06/2004,11.00.00,21,1064,NA,126,1069,193,766,109,1766,1089,304,264,11310
22/06/2004,12.00.00,31,1139,NA,180,1240,239,702,144,1940,1129,311,262,11647
22/06/2004,13.00.00,3,1121,NA,171,1214,232,707,154,1912,1120,314,253,11444
22/06/2004,14.00.00,21,1032,NA,130,1083,152,776,126,1772,916,308,267,11680
22/06/2004,15.00.00,17,1040,NA,112,1022,115,826,98,1747,812,318,256,11868
22/06/2004,16.00.00,22,1076,NA,136,1105,169,762,120,1782,959,335,229,11649
22/06/2004,17.00.00,35,1177,NA,205,1310,226,656,145,2011,1189,331,235,11673
22/06/2004,18.00.00,36,1196,NA,202,1303,218,654,139,2017,1199,317,259,11883
22/06/2004,19.00.00,41,1204,NA,231,1381,245,623,148,2085,1283,290,304,12013
22/06/2004,20.00.00,4,1166,NA,203,1304,236,646,139,2016,1291,274,336,12095
22/06/2004,21.00.00,18,959,NA,93,949,104,857,93,1640,949,252,364,11528
22/06/2004,22.00.00,17,1004,NA,105,997,104,813,96,1726,1018,240,396,11662
22/06/2004,23.00.00,24,1050,NA,136,1105,144,729,104,1807,1122,238,396,11558
23/06/2004,00.00.00,12,965,NA,80,900,79,864,83,1631,968,229,436,11974
23/06/2004,01.00.00,8,849,NA,46,744,51,1004,66,1496,806,228,439,12020
23/06/2004,02.00.00,5,809,NA,32,666,38,1093,55,1455,714,218,473,12189
23/06/2004,03.00.00,3,777,NA,24,609,NA,1170,NA,1405,644,217,473,12135
23/06/2004,04.00.00,NA,768,NA,21,591,24,1183,37,1402,606,208,503,12207
23/06/2004,05.00.00,4,768,NA,22,597,30,1155,40,1396,606,217,468,12031
23/06/2004,06.00.00,1,917,NA,67,842,73,934,51,1656,819,203,523,12367
23/06/2004,07.00.00,38,1252,NA,231,1380,305,579,117,2210,1462,205,523,12450
23/06/2004,08.00.00,32,1224,NA,190,1268,295,605,110,2046,1478,217,496,12673
23/06/2004,09.00.00,35,1277,NA,201,1300,331,608,136,2090,1598,240,431,12677
23/06/2004,10.00.00,32,1149,NA,164,1192,304,672,152,1944,1449,285,317,12144
23/06/2004,11.00.00,23,1091,NA,130,1082,210,746,119,1790,1221,322,251,11890
23/06/2004,12.00.00,22,1053,NA,131,1087,163,763,106,1762,1023,349,205,11279
23/06/2004,13.00.00,21,1023,NA,118,1042,132,796,101,1711,910,354,199,11222
23/06/2004,14.00.00,19,1085,NA,127,1075,126,767,110,1786,913,344,225,12050
23/06/2004,15.00.00,24,1116,NA,141,1120,150,724,124,1854,1035,348,228,12488
23/06/2004,16.00.00,25,1111,NA,144,1131,171,735,137,1825,1085,343,224,11907
23/06/2004,17.00.00,36,1210,NA,207,1316,234,645,159,2030,1278,325,253,12165
23/06/2004,18.00.00,39,1250,NA,216,1339,251,616,152,2075,1383,313,273,12234
23/06/2004,19.00.00,44,1297,NA,242,1408,294,595,166,2134,1473,302,290,12224
23/06/2004,20.00.00,48,1313,NA,218,1345,300,603,163,2118,1507,285,333,12775
23/06/2004,21.00.00,25,1146,NA,130,1084,159,713,121,1829,1215,273,353,12606
23/06/2004,22.00.00,28,1199,NA,151,1152,176,685,125,1897,1242,261,378,12575
23/06/2004,23.00.00,32,1274,NA,166,1197,192,626,120,2023,1356,247,471,14400
24/06/2004,00.00.00,26,1243,NA,127,1072,152,675,103,1978,1195,236,598,17193
24/06/2004,01.00.00,15,1054,NA,86,923,63,783,64,1793,899,233,605,17060
24/06/2004,02.00.00,1,962,NA,53,778,35,929,44,1645,726,233,594,16753
24/06/2004,03.00.00,8,915,NA,36,690,NA,983,NA,1570,743,229,577,15902
24/06/2004,04.00.00,6,871,NA,28,639,21,1062,35,1528,684,237,535,15460
24/06/2004,05.00.00,6,877,NA,31,658,41,1047,46,1530,779,212,609,15092
24/06/2004,06.00.00,7,893,NA,37,696,48,1008,54,1548,801,221,562,14800
24/06/2004,07.00.00,12,1030,NA,69,851,102,824,68,1700,983,219,570,14742
24/06/2004,08.00.00,15,1059,NA,86,926,111,783,77,1750,989,247,459,14061
24/06/2004,09.00.00,13,1020,NA,71,860,93,864,74,1649,875,270,408,14286
24/06/2004,10.00.00,16,1045,NA,66,840,118,879,92,1656,807,291,374,14833
24/06/2004,11.00.00,15,1029,NA,72,866,93,874,83,1651,727,311,324,14351
24/06/2004,12.00.00,12,959,NA,50,763,56,976,58,1561,549,319,303,14125
24/06/2004,13.00.00,11,975,NA,57,798,51,939,55,1576,570,328,289,14120
24/06/2004,14.00.00,12,988,NA,60,813,52,927,61,1596,596,334,278,14119
24/06/2004,15.00.00,13,971,NA,61,818,59,942,65,1565,585,353,237,13331
24/06/2004,16.00.00,14,999,NA,80,899,62,869,74,1629,637,358,224,12915
24/06/2004,17.00.00,16,989,NA,78,889,85,889,89,1602,664,353,208,11664
24/06/2004,18.00.00,21,1075,NA,111,1020,109,802,103,1732,797,333,239,12085
24/06/2004,19.00.00,3,1190,NA,159,1177,168,695,128,1934,1046,303,308,13044
24/06/2004,20.00.00,28,1172,NA,137,1108,166,706,122,1878,1058,283,345,13084
24/06/2004,21.00.00,38,1256,NA,216,1340,149,594,125,2176,1214,271,389,13758
24/06/2004,22.00.00,32,1190,NA,168,1203,118,658,119,1967,1056,254,432,13805
24/06/2004,23.00.00,41,1249,NA,205,1310,160,601,126,2114,1280,246,453,13767
25/06/2004,00.00.00,26,1072,NA,141,1120,124,711,100,1838,1045,237,460,13346
