"","Date","summary","Precip_Type","Temperature","Apparent_Temperature","Humidity","Wind_Speed_km_h","Wind_Bearing_degrees","Visibility_km","Cloud_Cover","Pressure_millibars","Daily_Summary","Days"
"2592",2016-02-23 22:00:00,"Mostly Cloudy","rain",8.8,7.09444444444445,1,10.6743,142,3.5581,0,1007.51,"Mostly cloudy throughout the day.",53
"2593",2016-02-23 23:00:00,"Mostly Cloudy","rain",8.31111111111111,6.03333333333333,1,13.6528,170,3.4615,0,1007.6,"Mostly cloudy throughout the day and breezy starting overnight continuing until morning.",53
"2594",2016-02-24 00:00:00,"Mostly Cloudy","rain",8.31666666666667,7.15,0.99,7.5348,191,4.1699,0,1007.09,"Mostly cloudy throughout the day and breezy starting overnight continuing until morning.",54
"2595",2016-02-24 01:00:00,"Overcast","rain",9.72777777777778,7.44444444444444,0.86,16.2288,237,3.3649,0,1007.03,"Mostly cloudy throughout the day and breezy starting overnight continuing until morning.",54
"2596",2016-02-24 02:00:00,"Breezy and Overcast","rain",7.10555555555556,2.46111111111111,0.86,34.8404,320,3.3649,0,1009.19,"Mostly cloudy throughout the day and breezy starting overnight continuing until morning.",54
"2597",2016-02-24 03:00:00,"Breezy and Overcast","rain",6.5,1.86666666666667,0.81,32.039,314,4.6046,0,1010.18,"Mostly cloudy throughout the day and breezy starting overnight continuing until morning.",54
"2598",2016-02-24 04:00:00,"Overcast","rain",5.99444444444444,1.50555555555556,0.76,28.3521,311,3.6547,0,1010.88,"Mostly cloudy throughout the day and breezy starting overnight continuing until morning.",54
"2599",2016-02-24 05:00:00,"Overcast","rain",4.92777777777778,0.722222222222221,0.82,22.3468,310,10.2557,0,1011.2,"Mostly cloudy throughout the day and breezy starting overnight continuing until morning.",54
"2600",2016-02-24 06:00:00,"Overcast","rain",4.93888888888889,0.0944444444444454,0.81,28.8029,313,10.5777,0,1012.03,"Mostly cloudy throughout the day and breezy starting overnight continuing until morning.",54
"2601",2016-02-24 07:00:00,"Overcast","rain",4.92777777777778,0.244444444444443,0.76,27.0641,310,9.982,0,1014.67,"Mostly cloudy throughout the day and breezy starting overnight continuing until morning.",54
"2602",2016-02-24 08:00:00,"Breezy and Overcast","rain",4.97777777777778,-0.0499999999999999,0.76,31.0891,320,9.982,0,1015.97,"Mostly cloudy throughout the day and breezy starting overnight continuing until morning.",54
"2603",2016-02-24 09:00:00,"Mostly Cloudy","rain",5.13888888888889,0.777777777777777,0.74,24.3593,322,10.3523,0,1016.54,"Mostly cloudy throughout the day and breezy starting overnight continuing until morning.",54
"2604",2016-02-24 10:00:00,"Mostly Cloudy","rain",5.13888888888889,2.58333333333333,0.8,11.27,13,9.982,0,1017.49,"Mostly cloudy throughout the day and breezy starting overnight continuing until morning.",54
"2605",2016-02-24 11:00:00,"Mostly Cloudy","rain",6.25,3.57222222222222,0.74,13.2825,292,9.982,0,1017.59,"Mostly cloudy throughout the day and breezy starting overnight continuing until morning.",54
"2606",2016-02-24 12:00:00,"Mostly Cloudy","rain",7.29444444444445,5.22777777777778,0.63,11.0124,291,10.3523,0,1017.04,"Mostly cloudy throughout the day and breezy starting overnight continuing until morning.",54
"2607",2016-02-24 13:00:00,"Mostly Cloudy","rain",7.82222222222222,6.02222222222222,0.57,10.1108,312,10.2557,0,1016.7,"Mostly cloudy throughout the day and breezy starting overnight continuing until morning.",54
"2608",2016-02-24 14:00:00,"Mostly Cloudy","rain",7.82222222222222,5.95,0.57,10.4972,313,10.2557,0,1016.41,"Mostly cloudy throughout the day and breezy starting overnight continuing until morning.",54
"2609",2016-02-24 15:00:00,"Mostly Cloudy","rain",7.75555555555556,5.73888888888889,0.55,11.2539,350,10.5777,0,1016.52,"Mostly cloudy throughout the day and breezy starting overnight continuing until morning.",54
"2610",2016-02-24 16:00:00,"Mostly Cloudy","rain",7.07777777777778,4.20555555555556,0.6,15.8907,301,16.1,0,1016.63,"Mostly cloudy throughout the day and breezy starting overnight continuing until morning.",54
"2611",2016-02-24 17:00:00,"Partly Cloudy","rain",4.97222222222222,2.45,0.69,10.9158,309,16.1,0,1017.22,"Mostly cloudy throughout the day and breezy starting overnight continuing until morning.",54
"2612",2016-02-24 18:00:00,"Mostly Cloudy","rain",3.78888888888889,1.53333333333333,0.68,8.7423,273,15.1823,0,1018.06,"Mostly cloudy throughout the day and breezy starting overnight continuing until morning.",54
"2613",2016-02-24 19:00:00,"Partly Cloudy","rain",2.55,-0.750000000000001,0.71,12.3004,260,16.1,0,1018.12,"Mostly cloudy throughout the day and breezy starting overnight continuing until morning.",54
"2614",2016-02-24 20:00:00,"Partly Cloudy","rain",0.999999999999998,-2.97222222222222,0.82,13.9748,280,16.1,0,1018.21,"Mostly cloudy throughout the day and breezy starting overnight continuing until morning.",54
"2615",2016-02-24 21:00:00,"Partly Cloudy","rain",0.583333333333332,-1.21111111111111,0.83,5.6994,222,15.1823,0,1018.36,"Mostly cloudy throughout the day and breezy starting overnight continuing until morning.",54
"2616",2016-02-24 22:00:00,"Partly Cloudy","rain",0.472222222222223,0.472222222222223,0.82,3.5742,249,15.8263,0,1018.23,"Mostly cloudy throughout the day and breezy starting overnight continuing until morning.",54
"2617",2016-02-24 23:00:00,"Partly Cloudy","snow",-0.111111111111111,-0.111111111111111,0.85,2.9785,259,15.8263,0,1018.3,"Mostly cloudy throughout the day.",54
"2618",2016-02-25 00:00:00,"Partly Cloudy","snow",-0.650000000000001,-0.650000000000001,0.89,3.1878,222,14.9569,0,1018.29,"Mostly cloudy throughout the day.",55
"2619",2016-02-25 01:00:00,"Partly Cloudy","snow",-0.244444444444445,-0.244444444444445,0.87,2.8658,216,14.9569,0,1018.27,"Mostly cloudy throughout the day.",55
"2620",2016-02-25 02:00:00,"Partly Cloudy","snow",-0.850000000000001,-0.850000000000001,0.89,2.8175,192,9.982,0,1017.83,"Mostly cloudy throughout the day.",55
"2621",2016-02-25 03:00:00,"Partly Cloudy","snow",-0.850000000000001,-2.83333333333333,0.89,5.6511,160,9.9015,0,1017.44,"Mostly cloudy throughout the day.",55
"2622",2016-02-25 04:00:00,"Partly Cloudy","snow",-2.31111111111111,-5.87777777777778,0.96,9.3863,150,9.8532,0,1017.29,"Mostly cloudy throughout the day.",55
"2623",2016-02-25 05:00:00,"Partly Cloudy","snow",-2.26666666666667,-5.37777777777778,0.99,7.9856,140,6.118,0,1017.26,"Mostly cloudy throughout the day.",55
"2624",2016-02-25 06:00:00,"Partly Cloudy","rain",0.616666666666666,-2.59444444444445,0.87,10.1269,129,6.1663,0,1016.76,"Mostly cloudy throughout the day.",55
"2625",2016-02-25 07:00:00,"Mostly Cloudy","rain",2.01666666666667,-1.13888888888889,0.8,11.0768,121,8.05,0,1016.31,"Mostly cloudy throughout the day.",55
"2626",2016-02-25 08:00:00,"Overcast","rain",2.22222222222222,-1.17222222222222,0.85,12.397,131,10.2557,0,1016.55,"Mostly cloudy throughout the day.",55
"2627",2016-02-25 09:00:00,"Overcast","rain",3.72222222222222,0.405555555555554,0.82,13.7172,134,9.6439,0,1015.82,"Mostly cloudy throughout the day.",55
"2628",2016-02-25 10:00:00,"Overcast","rain",3.86666666666667,0.538888888888888,0.81,13.9909,140,10.2557,0,1015.24,"Mostly cloudy throughout the day.",55
"2629",2016-02-25 11:00:00,"Overcast","rain",4.92777777777778,1.80555555555556,0.82,14.2163,141,9.982,0,1014.47,"Mostly cloudy throughout the day.",55
"2630",2016-02-25 12:00:00,"Overcast","rain",5.13333333333333,2.10555555555556,0.8,13.9104,135,9.8049,0,1013.42,"Mostly cloudy throughout the day.",55
"2631",2016-02-25 13:00:00,"Overcast","rain",6.99444444444445,3.60555555555556,0.72,19.9318,140,9.982,0,1012.6,"Mostly cloudy throughout the day.",55
"2632",2016-02-25 14:00:00,"Overcast","rain",5.97222222222222,3.36111111111111,0.8,12.5097,149,9.982,0,1012.19,"Mostly cloudy throughout the day.",55
"2633",2016-02-25 15:00:00,"Overcast","rain",5.11111111111111,2.96666666666667,0.92,9.2736,111,6.6815,0,1012.12,"Mostly cloudy throughout the day.",55
"2634",2016-02-25 16:00:00,"Overcast","rain",4.97777777777778,2.78888888888889,0.93,9.3702,141,6.2951,0,1011.67,"Mostly cloudy throughout the day.",55
"2635",2016-02-25 17:00:00,"Overcast","rain",5.95,3.31666666666667,0.87,12.6063,129,6.2951,0,1011.3,"Mostly cloudy throughout the day.",55
"2636",2016-02-25 18:00:00,"Overcast","rain",5.89444444444444,3.86111111111111,0.87,9.4185,163,6.3112,0,1011.09,"Mostly cloudy throughout the day.",55
"2637",2016-02-25 19:00:00,"Overcast","rain",5.95,3,0.87,14.5544,129,6.1985,0,1011.22,"Mostly cloudy throughout the day.",55
"2638",2016-02-25 20:00:00,"Overcast","rain",5.43888888888889,2.62777777777778,0.93,13.0249,128,7.084,0,1010.88,"Mostly cloudy throughout the day.",55
"2639",2016-02-25 21:00:00,"Overcast","rain",5.48333333333333,3.40555555555556,0.93,9.3219,131,6.9391,0,1011.21,"Mostly cloudy throughout the day.",55
"2640",2016-02-25 22:00:00,"Overcast","rain",4.90555555555556,3.26666666666667,0.96,7.1806,352,4.9105,0,1011.36,"Mostly cloudy throughout the day.",55
"2641",2016-02-25 23:00:00,"Overcast","rain",4.86111111111111,3.41666666666667,0.96,6.5044,0,4.9105,0,1011.08,"Foggy starting in the evening.",55
"2642",2016-02-26 00:00:00,"Overcast","rain",4.89444444444445,2.72777777777778,0.99,9.1931,354,5.1359,0,1011.4,"Foggy starting in the evening.",56
"2643",2016-02-26 01:00:00,"Foggy","rain",4.83888888888889,3.33333333333333,0.96,6.6976,349,1.9803,0,1011.57,"Foggy starting in the evening.",56
"2644",2016-02-26 02:00:00,"Foggy","rain",4.78888888888889,1.63333333333333,0.96,14.2163,0,3.059,0,1011.18,"Foggy starting in the evening.",56
"2645",2016-02-26 03:00:00,"Overcast","rain",4.33888888888889,1.20555555555556,0.93,13.4596,0,3.2844,0,1011.24,"Foggy starting in the evening.",56
"2646",2016-02-26 04:00:00,"Overcast","rain",3.77222222222222,0.144444444444443,0.92,15.6975,358,3.6064,0,1011.48,"Foggy starting in the evening.",56
"2647",2016-02-26 05:00:00,"Mostly Cloudy","rain",2.75555555555556,-0.861111111111111,0.95,14.1841,330,3.5581,0,1011.58,"Foggy starting in the evening.",56
"2648",2016-02-26 06:00:00,"Mostly Cloudy","rain",2.83333333333333,-1.11111111111111,0.96,16.2932,332,5.5545,0,1011.55,"Foggy starting in the evening.",56
"2649",2016-02-26 07:00:00,"Overcast","rain",2.75555555555556,-1.74444444444444,0.95,19.964,330,6.1985,0,1012.47,"Foggy starting in the evening.",56
"2650",2016-02-26 08:00:00,"Overcast","rain",2.77777777777778,-1.28888888888889,0.95,16.9694,330,6.2951,0,1012.88,"Foggy starting in the evening.",56
"2651",2016-02-26 09:00:00,"Overcast","rain",3.88888888888889,0.333333333333334,0.88,15.3594,333,5.957,0,1013.03,"Foggy starting in the evening.",56
"2652",2016-02-26 10:00:00,"Overcast","rain",2.91666666666667,-0.877777777777777,0.94,15.4399,321,6.2951,0,1013.24,"Foggy starting in the evening.",56
"2653",2016-02-26 11:00:00,"Overcast","rain",3.01111111111111,0.00555555555555445,0.93,11.3183,312,6.2951,0,1013.33,"Foggy starting in the evening.",56
"2654",2016-02-26 12:00:00,"Overcast","rain",4.09444444444444,1.36111111111111,0.88,11.0768,306,5.957,0,1013.36,"Foggy starting in the evening.",56
"2655",2016-02-26 13:00:00,"Overcast","rain",5.20555555555555,4.30555555555556,0.8,5.0554,315,8.1305,0,1013.11,"Foggy starting in the evening.",56
"2656",2016-02-26 14:00:00,"Mostly Cloudy","rain",6.17777777777778,6.17777777777778,0.77,0.5957,3,9.982,0,1013.49,"Foggy starting in the evening.",56
"2657",2016-02-26 15:00:00,"Mostly Cloudy","rain",6.03888888888889,6.03888888888889,0.72,3.5259,17,9.982,0,1013.3,"Foggy starting in the evening.",56
"2658",2016-02-26 16:00:00,"Partly Cloudy","rain",4.02777777777778,4.02777777777778,0.8,2.8336,163,14.9086,0,1013.11,"Foggy starting in the evening.",56
"2659",2016-02-26 17:00:00,"Partly Cloudy","rain",2.87222222222222,0.699999999999999,0.94,7.8246,170,8.4203,0,1013.8,"Foggy starting in the evening.",56
"2660",2016-02-26 18:00:00,"Partly Cloudy","rain",2.31111111111111,2.31111111111111,0.91,2.6082,116,8.4203,0,1014.45,"Foggy starting in the evening.",56
"2661",2016-02-26 19:00:00,"Partly Cloudy","rain",1.20555555555556,1.20555555555556,0.98,2.8497,181,4.2021,0,1014.8,"Foggy starting in the evening.",56
"2662",2016-02-26 20:00:00,"Foggy","rain",0.511111111111112,0.511111111111112,0.99,2.9785,202,1.9642,0,1014.73,"Foggy starting in the evening.",56
"2663",2016-02-26 21:00:00,"Foggy","snow",-0.0222222222222217,-0.0222222222222217,0.98,3.9123,200,2.6887,0,1014.87,"Foggy starting in the evening.",56
"2664",2016-02-26 22:00:00,"Foggy","snow",-0.211111111111111,-0.211111111111111,1,2.9141,56,1.932,0,1014.83,"Foggy starting in the evening.",56
"2665",2016-02-26 23:00:00,"Foggy","snow",-1.12777777777778,-2.78888888888889,1,4.8783,42,0.9016,0,1014.64,"Foggy overnight.",56
"2666",2016-02-27 00:00:00,"Foggy","snow",-0.583333333333334,-2.51666666666667,0.98,5.6189,44,2.4633,0,1015.04,"Foggy overnight.",57
"2667",2016-02-27 01:00:00,"Foggy","snow",-1.22222222222222,-3.52777777777778,0.99,6.279,23,0.6118,0,1015.41,"Foggy overnight.",57
"2668",2016-02-27 02:00:00,"Foggy","snow",-0.783333333333333,-3.09444444444444,0.99,6.4722,52,1.8354,0,1014.92,"Foggy overnight.",57
"2669",2016-02-27 03:00:00,"Clear","snow",-0.827777777777777,-4.38888888888889,0.99,10.3845,49,4.0089,0,1014.69,"Foggy overnight.",57
"2670",2016-02-27 04:00:00,"Clear","snow",-1.33888888888889,-4.3,0.92,8.0178,33,3.8318,0,1015.23,"Foggy overnight.",57
"2671",2016-02-27 05:00:00,"Partly Cloudy","snow",-2.28888888888889,-4.15,0.99,4.9749,54,4.2987,0,1015.33,"Foggy overnight.",57
"2672",2016-02-27 06:00:00,"Partly Cloudy","snow",-1.16111111111111,-4.71666666666667,0.92,10.143,52,5.0393,0,1015.5,"Foggy overnight.",57
"2673",2016-02-27 07:00:00,"Mostly Cloudy","rain",1.04444444444445,-2.31111111111111,0.85,11.0768,71,6.2951,0,1016.02,"Foggy overnight.",57
"2674",2016-02-27 08:00:00,"Partly Cloudy","rain",3.77222222222222,2.59444444444445,0.76,5.2808,73,7.4543,0,1016.32,"Foggy overnight.",57
"2675",2016-02-27 09:00:00,"Partly Cloudy","rain",5.66666666666667,3.98888888888889,0.73,7.7763,83,8.2593,0,1016.42,"Foggy overnight.",57
"2676",2016-02-27 10:00:00,"Mostly Cloudy","rain",7.06666666666667,4.91666666666667,0.61,11.1895,99,9.2897,0,1016.22,"Foggy overnight.",57
"2677",2016-02-27 11:00:00,"Mostly Cloudy","rain",7.71111111111111,5.97222222222222,0.63,9.6761,92,10.2557,0,1016.03,"Foggy overnight.",57
"2678",2016-02-27 12:00:00,"Overcast","rain",7.66111111111111,5.84444444444445,0.68,10.0625,109,9.2575,0,1015.74,"Foggy overnight.",57
"2679",2016-02-27 13:00:00,"Mostly Cloudy","rain",7.77777777777778,5.52777777777778,0.67,12.6868,130,8.4203,0,1015.41,"Foggy overnight.",57
"2680",2016-02-27 14:00:00,"Overcast","rain",7.75555555555556,5.47777777777778,0.7,12.8156,140,8.4203,0,1015.88,"Foggy overnight.",57
"2681",2016-02-27 15:00:00,"Overcast","rain",7.22222222222222,4.52777777777778,0.77,14.8442,139,8.4847,0,1015.89,"Foggy overnight.",57
"2682",2016-02-27 16:00:00,"Mostly Cloudy","rain",6.13333333333333,3.58333333333333,0.78,12.3487,139,6.5688,0,1015.86,"Foggy overnight.",57
"2683",2016-02-27 17:00:00,"Partly Cloudy","rain",3.88888888888889,2.88333333333333,0.88,4.8944,137,6.5688,0,1015.81,"Foggy overnight.",57
"2684",2016-02-27 18:00:00,"Partly Cloudy","rain",3,1.6,0.94,5.5706,96,7.084,0,1016.57,"Foggy overnight.",57
"2685",2016-02-27 19:00:00,"Clear","rain",2.71111111111111,0.505555555555554,0.95,7.8407,100,6.3917,0,1016.79,"Foggy overnight.",57
"2686",2016-02-27 20:00:00,"Clear","rain",2.63888888888889,0.866666666666668,0.92,6.4561,73,6.5205,0,1016.9,"Foggy overnight.",57
"2687",2016-02-27 21:00:00,"Clear","rain",3.5,0.272222222222223,0.93,12.9605,107,7.5509,0,1016.91,"Foggy overnight.",57
"2688",2016-02-27 22:00:00,"Partly Cloudy","rain",4.13888888888889,0.950000000000001,0.9,13.5401,120,7.9051,0,1017.1,"Foggy overnight.",57
"2689",2016-02-27 23:00:00,"Partly Cloudy","rain",3.63333333333333,0.294444444444445,0.9,13.7333,119,7.8246,0,1017.09,"Mostly cloudy throughout the day.",57
"2690",2016-02-28 00:00:00,"Partly Cloudy","rain",3.60555555555556,-0.0722222222222217,0.9,15.7297,128,8.1788,0,1017.05,"Mostly cloudy throughout the day.",58
"2691",2016-02-28 01:00:00,"Mostly Cloudy","rain",3.26666666666667,-0.672222222222223,0.92,16.905,139,7.9051,0,1016.67,"Mostly cloudy throughout the day.",58
"2692",2016-02-28 02:00:00,"Mostly Cloudy","rain",3.28888888888889,-1.06111111111111,0.92,19.8996,139,7.9695,0,1016.48,"Mostly cloudy throughout the day.",58
"2693",2016-02-28 03:00:00,"Mostly Cloudy","rain",3.37222222222222,-0.388888888888889,0.92,15.939,139,8.2593,0,1016.4,"Mostly cloudy throughout the day.",58
"2694",2016-02-28 04:00:00,"Overcast","rain",2.77777777777778,-1.68888888888889,0.96,19.7869,140,7.9695,0,1016.59,"Mostly cloudy throughout the day.",58
"2695",2016-02-28 05:00:00,"Overcast","rain",2.77777777777778,-1.26666666666667,0.96,16.8245,140,7.9695,0,1016.6,"Mostly cloudy throughout the day.",58
"2696",2016-02-28 06:00:00,"Overcast","rain",3.99444444444444,0.36111111111111,0.92,16.0517,140,8.3398,0,1016.89,"Mostly cloudy throughout the day.",58
"2697",2016-02-28 07:00:00,"Overcast","rain",5.92777777777778,1.95555555555556,0.87,22.701,139,9.982,0,1017.48,"Mostly cloudy throughout the day.",58
"2698",2016-02-28 08:00:00,"Overcast","rain",7.12777777777778,3.21666666666667,0.8,25.599,149,11.9784,0,1017.59,"Mostly cloudy throughout the day.",58
"2699",2016-02-28 09:00:00,"Overcast","rain",8.82777777777778,5.31111111111111,0.82,26.726,150,14.5222,0,1017.79,"Mostly cloudy throughout the day.",58
"2700",2016-02-28 10:00:00,"Overcast","rain",10.9722222222222,10.9722222222222,0.72,27.7886,150,14.9086,0,1017.76,"Mostly cloudy throughout the day.",58
"2701",2016-02-28 11:00:00,"Overcast","rain",11.0388888888889,11.0388888888889,0.77,30.5256,140,14.9086,0,1017.58,"Mostly cloudy throughout the day.",58
"2702",2016-02-28 12:00:00,"Overcast","rain",10.0777777777778,10.0777777777778,0.71,25.4058,142,10.3523,0,1017.47,"Mostly cloudy throughout the day.",58
"2703",2016-02-28 13:00:00,"Overcast","rain",10.1388888888889,10.1388888888889,0.77,26.3074,140,9.982,0,1017.15,"Mostly cloudy throughout the day.",58
"2704",2016-02-28 14:00:00,"Overcast","rain",10.0222222222222,10.0222222222222,0.77,20.3987,140,9.982,0,1017.14,"Mostly cloudy throughout the day.",58
"2705",2016-02-28 15:00:00,"Overcast","rain",10.0333333333333,10.0333333333333,0.77,22.6688,140,10.5777,0,1016.59,"Mostly cloudy throughout the day.",58
"2706",2016-02-28 16:00:00,"Overcast","rain",8.91111111111111,6.01666666666667,0.77,19.9801,139,16.1,0,1016.47,"Mostly cloudy throughout the day.",58
"2707",2016-02-28 17:00:00,"Overcast","rain",8.81666666666667,7.03333333333333,0.83,11.1412,128,16.1,0,1016.77,"Mostly cloudy throughout the day.",58
"2708",2016-02-28 18:00:00,"Overcast","rain",7.72777777777778,4.47222222222222,0.84,20.5275,128,15.1823,0,1016.79,"Mostly cloudy throughout the day.",58
"2709",2016-02-28 19:00:00,"Overcast","rain",7.22222222222222,4.42777777777778,0.86,15.5526,139,16.1,0,1016.98,"Mostly cloudy throughout the day.",58
"2710",2016-02-28 20:00:00,"Mostly Cloudy","rain",6.69444444444444,3.97222222222222,0.86,14.2002,129,16.1,0,1017.37,"Mostly cloudy throughout the day.",58
"2711",2016-02-28 21:00:00,"Mostly Cloudy","rain",6.62222222222222,4.32222222222222,0.84,11.5276,120,15.1823,0,1017.26,"Mostly cloudy throughout the day.",58
"2712",2016-02-28 22:00:00,"Overcast","rain",7.12777777777778,4.56666666666667,0.83,13.8138,128,16.0517,0,1017.07,"Mostly cloudy throughout the day.",58
"2713",2016-02-28 23:00:00,"Overcast","rain",7.12777777777778,4.51666666666667,0.8,14.1358,108,16.0517,0,1016.39,"Overcast throughout the day.",58
"2714",2016-02-29 00:00:00,"Overcast","rain",7.12222222222222,4.51666666666667,0.81,14.0553,108,15.1501,0,1016.36,"Overcast throughout the day.",59
"2715",2016-02-29 01:00:00,"Overcast","rain",7.2,5.11111111111111,0.79,11.0124,98,16.0517,0,1015.81,"Overcast throughout the day.",59
"2716",2016-02-29 02:00:00,"Overcast","rain",7.71111111111111,5.24444444444444,0.77,14.007,99,16.0517,0,1015.2,"Overcast throughout the day.",59
"2717",2016-02-29 03:00:00,"Overcast","rain",7.60555555555555,5.15,0.81,13.8138,108,15.1501,0,1014.93,"Overcast throughout the day.",59
"2718",2016-02-29 04:00:00,"Overcast","rain",7.71111111111111,4.93888888888889,0.83,16.261,89,15.8263,0,1014.25,"Overcast throughout the day.",59
"2719",2016-02-29 05:00:00,"Overcast","rain",8.75,5.76666666666667,0.78,20.4631,108,15.8263,0,1012.9,"Overcast throughout the day.",59
"2720",2016-02-29 06:00:00,"Overcast","rain",9.58333333333333,6.79444444444444,0.73,20.6885,100,15.5204,0,1012.31,"Overcast throughout the day.",59
"2721",2016-02-29 07:00:00,"Overcast","rain",10.8555555555556,10.8555555555556,0.67,24.9228,108,16.0517,0,1011.72,"Overcast throughout the day.",59
"2722",2016-02-29 08:00:00,"Overcast","rain",10.9277777777778,10.9277777777778,0.67,22.1536,109,16.0517,0,1012.18,"Overcast throughout the day.",59
"2723",2016-02-29 09:00:00,"Overcast","rain",11.05,11.05,0.72,27.0319,119,15.5526,0,1012.27,"Overcast throughout the day.",59
"2724",2016-02-29 10:00:00,"Overcast","rain",12.1333333333333,12.1333333333333,0.72,23.6831,129,15.8263,0,1011.45,"Overcast throughout the day.",59
"2725",2016-02-29 11:00:00,"Breezy and Overcast","rain",12.7111111111111,12.7111111111111,0.69,33.0211,140,15.8263,0,1011.44,"Overcast throughout the day.",59
"2726",2016-02-29 12:00:00,"Overcast","rain",12.8555555555556,12.8555555555556,0.68,19.9801,168,15.3111,0,1011.55,"Overcast throughout the day.",59
"2727",2016-02-29 13:00:00,"Overcast","rain",12.8,12.8,0.72,21.0588,158,9.982,0,1011.2,"Overcast throughout the day.",59
"2728",2016-02-29 14:00:00,"Overcast","rain",12.7555555555556,12.7555555555556,0.72,16.9372,167,10.2074,0,1010.88,"Overcast throughout the day.",59
"2729",2016-02-29 15:00:00,"Overcast","rain",12.7,12.7,0.72,12.1877,148,8.7745,0,1010.71,"Overcast throughout the day.",59
"2730",2016-02-29 16:00:00,"Overcast","rain",11.0833333333333,11.0833333333333,0.8,16.7279,139,6.2951,0,1010.46,"Overcast throughout the day.",59
"2731",2016-02-29 17:00:00,"Overcast","rain",10.0444444444444,10.0444444444444,0.86,15.617,139,6.1985,0,1010.44,"Overcast throughout the day.",59
"2732",2016-02-29 18:00:00,"Overcast","rain",9.1,8.04444444444444,0.98,7.6153,166,5.313,0,1010.43,"Overcast throughout the day.",59
"2733",2016-02-29 19:00:00,"Overcast","rain",8.93333333333333,7.42777777777778,1,9.7083,130,5.0393,0,1010.33,"Overcast throughout the day.",59
"2734",2016-02-29 20:00:00,"Overcast","rain",8.91111111111111,7.98888888888889,1,6.9391,139,4.9427,0,1010.04,"Overcast throughout the day.",59
"2735",2016-02-29 21:00:00,"Overcast","rain",8.81111111111111,8.22777777777778,1,5.6028,108,4.025,0,1009.53,"Overcast throughout the day.",59
"2736",2016-02-29 22:00:00,"Overcast","rain",8.37777777777778,7.51666666666667,1,6.3756,115,4.025,0,1009.12,"Overcast throughout the day.",59
"2737",2016-02-02 23:00:00,"Overcast","rain",7.22222222222222,5.19444444444445,0.99,10.7226,173,8.1305,0,1018.23,"Overcast throughout the day and breezy overnight.",32
"2738",2016-02-03 00:00:00,"Overcast","rain",7.31666666666667,5.01666666666667,0.93,12.3648,194,11.1412,0,1017.74,"Overcast throughout the day and breezy overnight.",33
"2739",2016-02-03 01:00:00,"Overcast","rain",7.93888888888889,5.54444444444444,0.89,13.8943,212,16.1,0,1017.75,"Overcast throughout the day and breezy overnight.",33
"2740",2016-02-03 02:00:00,"Overcast","rain",8.42777777777778,6.15555555555556,0.89,13.7977,212,16.1,0,1017.66,"Overcast throughout the day and breezy overnight.",33
"2741",2016-02-03 03:00:00,"Mostly Cloudy","rain",7.92222222222222,6.07222222222222,0.89,10.5133,225,15.1823,0,1017.56,"Overcast throughout the day and breezy overnight.",33
"2742",2016-02-03 04:00:00,"Overcast","rain",7.27222222222222,5.51666666666667,0.93,9.3541,194,16.1,0,1017.41,"Overcast throughout the day and breezy overnight.",33
"2743",2016-02-03 05:00:00,"Overcast","rain",7.27222222222222,5.47777777777778,0.92,9.5634,202,16.1,0,1017.6,"Overcast throughout the day and breezy overnight.",33
"2744",2016-02-03 06:00:00,"Mostly Cloudy","rain",7.18333333333333,5.9,0.92,7.245,258,14.3934,0,1018.05,"Overcast throughout the day and breezy overnight.",33
"2745",2016-02-03 07:00:00,"Overcast","rain",7.85,6.39444444444444,0.95,8.4364,358,15.1823,0,1018.47,"Overcast throughout the day and breezy overnight.",33
"2746",2016-02-03 08:00:00,"Overcast","rain",8.89444444444444,8.89444444444444,0.89,0.3703,240,10.2557,0,1018.2,"Overcast throughout the day and breezy overnight.",33
"2747",2016-02-03 09:00:00,"Overcast","rain",9.71666666666667,8.86666666666667,0.87,7.1967,249,11.3827,0,1018.01,"Overcast throughout the day and breezy overnight.",33
"2748",2016-02-03 10:00:00,"Overcast","rain",11.0444444444444,11.0444444444444,0.86,4.7495,194,15.1823,0,1017.39,"Overcast throughout the day and breezy overnight.",33
"2749",2016-02-03 11:00:00,"Overcast","rain",10.05,10.05,0.92,11.8174,191,8.4203,0,1016.68,"Overcast throughout the day and breezy overnight.",33
"2750",2016-02-03 12:00:00,"Overcast","rain",9.94444444444444,8.48888888888889,0.98,10.5133,205,7.3255,0,1015.91,"Overcast throughout the day and breezy overnight.",33
"2751",2016-02-03 13:00:00,"Overcast","rain",10.0277777777778,10.0277777777778,0.99,9.4668,202,8.1305,0,1014.87,"Overcast throughout the day and breezy overnight.",33
"2752",2016-02-03 14:00:00,"Overcast","rain",9.97777777777778,9.04444444444444,0.93,7.7602,161,9.982,0,1013.98,"Overcast throughout the day and breezy overnight.",33
"2753",2016-02-03 15:00:00,"Overcast","rain",9.88333333333333,8.71666666666667,0.93,8.8228,150,6.8264,0,1013.23,"Overcast throughout the day and breezy overnight.",33
"2754",2016-02-03 16:00:00,"Overcast","rain",8.83888888888889,7.38888888888889,1,9.3219,137,5.9731,0,1012.29,"Overcast throughout the day and breezy overnight.",33
"2755",2016-02-03 17:00:00,"Overcast","rain",8.81666666666667,7.23888888888889,1,9.982,148,6.0214,0,1011.89,"Overcast throughout the day and breezy overnight.",33
